id,hhid,wt88,coll,hgc23,yearsr,fatherdec,offer
8163,8163,110937,1,14,82,Father not deceased,0
8168,8168,98534,0,12,79,Father not deceased,1
8176,8176,75603,1,14,81,Father not deceased,1
8181,8181,205128,1,12,80,Father not deceased,1
8184,8182,182787,0,11,80,Father not deceased,1
8201,8200,130380,0,12,80,Father not deceased,1
8213,8213,81491,0,11,81,Father not deceased,1
8214,8214,80021,0,13,80,Father not deceased,1
8215,8215,64330,1,13,81,Father not deceased,1
8218,8218,237396,1,13,80,Father not deceased,1
8219,8218,278015,1,15,82,Father not deceased,0
8220,8220,224405,1,12,81,Father not deceased,1
8227,8226,99560,1,14,79,Father not deceased,1
8228,8226,88180,0,12,81,Father not deceased,1
8233,8233,137934,0,12,83,Father not deceased,0
8238,8238,107746,1,13,79,Father not deceased,1
8239,8239,83777,0,12,80,Father not deceased,1
8240,8240,111120,0,12,82,Father not deceased,0
8241,8240,83777,0,12,80,Father not deceased,1
8244,8244,91250,0,12,80,Father not deceased,1
8247,8245,241609,0,12,83,Father deceased,0
8252,8250,107293,1,12,82,Father not deceased,0
8254,8253,163542,0,12,79,Father not deceased,1
8256,8253,107293,1,14,82,Father not deceased,0
8262,8262,79577,1,16,80,Father not deceased,1
8263,8263,77116,1,14,81,Father not deceased,1
8266,8265,94046,1,13,79,Father not deceased,1
8268,8268,77116,1,14,82,Father not deceased,0
8269,8269,94046,0,12,80,Father not deceased,1
8270,8270,77116,0,12,81,Father not deceased,1
8291,8290,125632,0,11,80,Father deceased,1
8294,8294,142746,1,13,82,Father not deceased,0
8295,8295,133589,0,12,83,Father deceased,0
8301,8301,104805,1,13,80,Father not deceased,1
8302,8302,169226,0,13,81,Father not deceased,1
8303,8302,136777,0,12,81,Father not deceased,1
8314,8314,76639,0,12,79,Father not deceased,1
8315,8314,62597,0,12,80,Father not deceased,1
8316,8316,117810,1,15,81,Father deceased,1
8318,8318,87786,1,14,79,Father not deceased,1
8319,8318,94662,0,12,80,Father not deceased,1
8320,8318,82328,0,12,81,Father not deceased,1
8321,8318,128087,0,11,82,Father not deceased,0
8323,8323,98264,0,12,81,Father not deceased,1
8325,8325,97967,0,11,79,Father not deceased,1
8328,8328,78607,0,12,81,Father not deceased,1
8329,8328,60786,0,12,80,Father not deceased,1
8330,8328,64972,1,12,82,Father not deceased,0
8334,8334,68380,1,12,81,Father not deceased,1
8337,8336,84175,0,12,80,Father not deceased,1
8339,8339,194816,1,12,81,Father not deceased,1
8341,8341,105030,0,12,79,Father not deceased,1
8346,8345,114635,1,15,82,Father not deceased,0
8348,8347,88066,0,12,81,Father not deceased,1
8351,8351,85992,1,12,80,Father not deceased,1
8355,8355,101750,0,11,79,Father not deceased,1
8356,8356,96628,0,12,80,Father not deceased,1
8365,8365,58380,0,12,81,Father not deceased,1
8366,8365,69141,0,12,83,Father not deceased,0
8374,8374,162256,0,13,81,Father deceased,1
8379,8379,138599,1,16,80,Father not deceased,1
8380,8379,91823,1,14,82,Father not deceased,0
8381,8381,138599,0,12,80,Father not deceased,1
8382,8382,91823,1,13,81,Father not deceased,1
8383,8383,155388,0,12,79,Father not deceased,1
8384,8384,194249,0,12,80,Father deceased,1
8387,8387,87239,0,12,82,Father not deceased,0
8389,8388,130823,0,13,79,Father not deceased,1
8390,8388,101818,1,14,80,Father not deceased,1
8392,8391,75870,1,15,79,Father not deceased,1
8396,8396,89610,1,13,80,Father not deceased,1
8399,8399,112234,1,14,79,Father not deceased,1
8402,8402,105891,1,15,81,Father not deceased,1
8411,8409,173060,0,12,79,Father not deceased,1
8412,8409,186647,0,12,79,Father not deceased,1
8413,8409,139793,0,12,80,Father not deceased,1
8414,8414,200083,1,16,79,Father not deceased,1
8415,8414,182984,0,12,80,Father not deceased,1
8416,8414,213530,1,15,81,Father not deceased,1
8417,8414,235468,1,16,82,Father not deceased,0
8418,8418,68490,1,13,80,Father not deceased,1
8419,8418,80598,1,13,81,Father not deceased,1
8420,8420,85282,0,12,79,Father not deceased,1
8421,8420,83639,1,13,81,Father not deceased,1
8422,8422,137471,1,14,80,Father not deceased,1
8423,8422,112704,0,12,82,Father not deceased,0
8425,8425,52484,0,12,79,Father not deceased,1
8430,8430,192392,1,16,80,Father not deceased,1
8431,8431,192392,1,16,80,Father not deceased,1
8432,8431,213530,1,13,81,Father not deceased,1
8433,8433,180116,0,12,82,Father not deceased,0
8435,8435,117824,1,14,80,Father not deceased,1
8436,8436,136661,0,12,79,Father not deceased,1
8437,8437,80690,0,12,82,Father deceased,0
8448,8448,75324,0,12,79,Father not deceased,1
8461,8461,60795,0,12,81,Father not deceased,1
8463,8463,100344,1,16,80,Father not deceased,1
8464,8464,78311,1,16,82,Father deceased,0
8465,8465,119002,0,12,79,Father not deceased,1
8466,8465,106026,1,13,82,Father not deceased,0
8469,8469,171664,1,15,82,Father not deceased,0
8475,8475,145869,1,12,79,Father not deceased,1
8476,8475,170939,0,12,79,Father not deceased,1
8477,8475,163016,0,12,83,Father not deceased,0
8478,8475,225904,0,12,83,Father not deceased,0
8479,8479,136768,0,12,79,Father deceased,1
8480,8479,126949,0,12,81,Father deceased,1
8481,8479,234399,0,12,82,Father not deceased,0
8485,8485,190045,0,12,80,Father not deceased,1
8497,8495,170939,0,12,81,Father not deceased,1
8499,8499,170316,0,12,81,Father not deceased,1
8500,8499,163016,0,12,82,Father not deceased,0
8503,8502,133194,0,12,80,Father not deceased,1
8504,8502,167646,0,12,81,Father not deceased,1
8506,8506,122911,0,12,79,Father not deceased,1
8509,8508,96173,0,12,80,Father not deceased,1
8510,8508,112271,0,12,82,Father not deceased,0
8512,8511,112271,1,16,82,Father not deceased,0
8524,8523,77291,0,12,79,Father not deceased,1
8525,8523,68863,0,12,81,Father not deceased,1
8529,8529,78825,1,12,80,Father not deceased,1
8532,8532,99071,0,12,80,Father not deceased,1
8534,8533,82728,1,14,81,Father not deceased,1
8549,8549,106468,0,12,79,Father not deceased,1
8551,8551,71978,0,12,81,Father not deceased,1
8552,8551,96991,0,12,82,Father not deceased,0
8554,8554,79311,0,12,80,Father not deceased,1
8556,8555,123824,0,12,79,Father not deceased,1
8557,8557,168913,0,12,81,Father not deceased,1
8558,8557,168913,0,12,80,Father not deceased,1
8559,8559,196317,0,12,80,Father not deceased,1
8560,8559,259442,0,12,82,Father not deceased,0
8561,8561,187471,0,12,81,Father not deceased,1
8564,8563,66075,0,12,79,Father not deceased,1
8565,8563,62732,0,12,83,Father not deceased,0
8567,8566,51921,0,12,80,Father not deceased,1
8568,8568,161235,1,12,80,Father not deceased,1
8569,8568,247649,0,12,83,Father not deceased,0
8570,8570,178950,0,11,82,Father not deceased,0
8575,8573,79479,0,12,80,Father not deceased,1
8587,8586,86737,0,12,79,Father not deceased,1
8588,8586,77733,1,13,81,Father not deceased,1
8599,8599,249570,1,13,83,Father deceased,0
8601,8601,171495,0,12,82,Father not deceased,0
8602,8601,169221,0,12,81,Father not deceased,1
8603,8603,190161,0,12,83,Father not deceased,0
8605,8605,109707,0,12,82,Father not deceased,0
8608,8608,166307,0,12,82,Father deceased,0
8610,8610,77305,1,13,79,Father not deceased,1
8611,8610,79405,1,13,80,Father not deceased,1
8612,8612,173085,0,12,79,Father not deceased,1
8616,8616,166921,1,16,81,Father not deceased,1
8617,8617,166921,0,12,82,Father not deceased,0
8620,8620,170199,1,14,80,Father not deceased,1
8622,8620,169809,1,14,82,Father not deceased,0
8624,8623,170199,0,12,79,Father not deceased,1
8625,8623,166921,1,16,81,Father not deceased,1
8628,8627,224926,0,12,83,Father not deceased,0
8629,8627,166921,0,12,83,Father not deceased,0
8631,8631,111090,0,12,83,Father not deceased,0
8632,8632,73954,0,12,80,Father not deceased,1
8633,8632,74224,1,12,79,Father not deceased,1
8642,8641,99375,0,12,79,Father not deceased,1
8643,8641,106053,0,12,81,Father not deceased,1
8646,8646,82849,0,12,81,Father not deceased,1
8648,8647,107330,1,14,81,Father not deceased,1
8650,8649,112771,0,12,79,Father not deceased,1
8651,8649,101433,0,12,80,Father not deceased,1
8652,8652,100571,1,12,79,Father not deceased,1
8653,8652,134049,1,13,82,Father not deceased,0
8654,8652,101064,0,12,82,Father not deceased,0
8658,8657,96704,0,12,80,Father not deceased,1
8659,8657,107330,1,12,81,Father not deceased,1
8661,8660,101064,0,11,81,Father not deceased,1
8662,8660,96704,0,11,81,Father not deceased,1
8663,8660,112771,0,12,79,Father not deceased,1
8665,8665,118357,0,12,82,Father not deceased,0
8666,8665,112771,0,12,79,Father not deceased,1
8667,8665,101064,0,12,81,Father not deceased,1
8668,8668,118357,1,15,82,Father not deceased,0
8669,8669,99480,1,15,81,Father not deceased,1
8681,8679,88539,0,14,81,Father not deceased,1
8682,8682,196780,0,11,79,Father not deceased,1
8684,8682,176591,1,12,82,Father not deceased,0
8688,8688,182844,1,15,82,Father not deceased,0
8691,8691,176352,0,11,81,Father not deceased,1
8692,8692,176591,0,11,83,Father not deceased,0
8694,8693,144285,0,12,80,Father not deceased,1
8695,8693,160138,0,12,83,Father not deceased,0
8698,8697,233910,1,15,82,Father not deceased,0
8704,8704,99384,0,12,81,Father not deceased,1
8706,8704,141027,0,12,83,Father not deceased,0
8723,8722,76681,0,12,79,Father not deceased,1
8724,8722,109866,0,11,82,Father deceased,0
8726,8725,83541,0,12,81,Father not deceased,1
8734,8734,55427,1,15,82,Father not deceased,0
8738,8738,56603,1,16,81,Father not deceased,1
8740,8740,92535,1,13,81,Father not deceased,1
8745,8745,94882,0,12,81,Father not deceased,1
8751,8750,270572,0,11,82,Father not deceased,0
8754,8752,90277,0,12,80,Father not deceased,1
8755,8752,70939,0,12,81,Father not deceased,1
8756,8752,95496,0,12,82,Father not deceased,0
8764,8763,75719,0,12,80,Father not deceased,1
8774,8774,78022,1,13,80,Father not deceased,1
8786,8786,70814,0,12,81,Father not deceased,1
8794,8793,99351,0,12,80,Father not deceased,1
8799,8797,75887,0,12,81,Father not deceased,1
8802,8802,76280,0,12,81,Father not deceased,1
8805,8805,68185,0,12,79,Father not deceased,1
8811,8811,98792,0,12,79,Father not deceased,1
8813,8811,102398,0,12,82,Father not deceased,0
8815,8811,110270,1,12,83,Father not deceased,0
8817,8816,124057,0,12,82,Father not deceased,0
8819,8819,90757,0,12,81,Father not deceased,1
8820,8819,99783,1,16,82,Father not deceased,0
8824,8824,90895,1,18,81,Father not deceased,1
8833,8832,78220,1,16,79,Father not deceased,1
8834,8832,89819,0,11,80,Father not deceased,1
8842,8842,89696,0,12,79,Father not deceased,1
8844,8842,85159,0,12,83,Father not deceased,0
8852,8852,73973,0,12,80,Father not deceased,1
8853,8852,61386,1,14,82,Father not deceased,0
8856,8856,69374,0,12,83,Father not deceased,0
8859,8857,90186,1,13,82,Father not deceased,0
8861,8861,71316,1,14,81,Father not deceased,1
8867,8867,86760,0,12,80,Father not deceased,1
8871,8871,86429,0,12,80,Father deceased,1
8872,8871,107546,0,12,83,Father deceased,0
8873,8873,62216,1,12,81,Father not deceased,1
8876,8875,134629,0,12,83,Father not deceased,0
8878,8878,69263,1,14,81,Father not deceased,1
8882,8881,88483,0,12,80,Father not deceased,1
8885,8883,64664,1,14,81,Father not deceased,1
8890,8889,82689,0,12,80,Father not deceased,1
8893,8893,106480,0,12,81,Father deceased,1
8894,8893,112537,0,12,82,Father not deceased,0
8900,8900,67534,0,13,80,Father not deceased,1
8903,8903,79627,0,12,79,Father not deceased,1
8904,8904,67765,1,15,81,Father not deceased,1
8905,8905,63398,1,16,80,Father not deceased,1
8909,8907,68201,0,13,80,Father not deceased,1
8913,8912,64116,1,13,80,Father not deceased,1
8918,8917,64116,0,12,81,Father not deceased,1
8924,8924,127692,0,11,82,Father not deceased,0
8929,8929,106987,0,12,82,Father not deceased,0
8931,8930,63751,1,16,80,Father not deceased,1
8934,8934,86844,0,12,79,Father not deceased,1
8936,8936,109038,0,11,83,Father not deceased,0
8937,8937,72097,0,12,81,Father not deceased,1
8940,8938,72251,1,14,80,Father not deceased,1
8941,8941,79310,1,15,81,Father not deceased,1
8942,8942,134795,1,13,82,Father not deceased,0
8944,8943,134795,0,12,82,Father not deceased,0
8946,8946,81049,0,12,81,Father not deceased,1
8947,8947,82703,0,12,81,Father not deceased,1
8952,8951,95109,0,12,79,Father not deceased,1
8953,8951,80531,0,12,81,Father not deceased,1
8954,8954,69980,0,14,81,Father not deceased,1
8957,8957,86212,0,11,79,Father not deceased,1
8963,8963,109799,0,12,79,Father not deceased,1
8964,8963,132951,0,12,83,Father not deceased,0
8971,8970,77511,0,12,79,Father not deceased,1
8972,8970,77228,0,12,82,Father not deceased,0
8974,8974,159235,1,13,81,Father not deceased,1
8975,8974,165420,0,12,82,Father not deceased,0
8979,8979,125172,0,12,79,Father not deceased,1
8982,8982,159235,1,14,81,Father not deceased,1
8983,8983,165420,0,12,82,Father not deceased,0
8984,8984,79105,0,12,80,Father not deceased,1
8985,8985,106038,1,13,80,Father not deceased,1
8989,8989,88268,0,12,79,Father not deceased,1
8991,8990,82637,0,12,79,Father not deceased,1
8994,8994,88268,1,15,79,Father not deceased,1
9009,9008,125592,0,12,79,Father not deceased,1
9010,9008,112966,0,12,81,Father not deceased,1
9011,9008,131300,1,12,81,Father not deceased,1
9016,9015,98002,0,12,81,Father not deceased,1
9018,9018,134207,1,12,82,Father deceased,0
9019,9019,109655,0,12,80,Father not deceased,1
9020,9019,111096,0,12,79,Father not deceased,1
9026,9026,63457,0,12,82,Father not deceased,0
9031,9030,92125,0,12,80,Father not deceased,1
9032,9030,91789,1,15,80,Father not deceased,1
9033,9030,114610,0,10,82,Father not deceased,0
9034,9034,91789,1,14,80,Father not deceased,1
9040,9039,109850,0,12,83,Father not deceased,0
9042,9042,90612,0,12,80,Father not deceased,1
9051,9051,89192,0,12,82,Father not deceased,0
9056,9055,90612,1,15,80,Father not deceased,1
9057,9055,121136,0,12,83,Father not deceased,0
9058,9058,70321,0,12,80,Father not deceased,1
9059,9058,93273,1,14,82,Father not deceased,0
9062,9062,84086,1,15,79,Father not deceased,1
9066,9066,84086,0,12,79,Father not deceased,1
9067,9067,91732,1,14,80,Father not deceased,1
9068,9067,84086,0,12,80,Father deceased,1
9069,9067,93484,0,12,79,Father deceased,1
9070,9070,101811,0,12,82,Father not deceased,0
9072,9072,90786,0,12,82,Father not deceased,0
9077,9076,76375,0,12,79,Father not deceased,1
9079,9079,73366,0,12,83,Father not deceased,0
9081,9081,95400,0,12,81,Father not deceased,1
9084,9083,59425,0,12,81,Father deceased,1
9090,9089,76419,0,12,81,Father not deceased,1
9092,9091,102260,0,12,80,Father not deceased,1
9097,9094,75222,1,15,82,Father not deceased,0
9099,9099,88116,1,15,80,Father not deceased,1
9100,9099,109987,1,14,82,Father not deceased,0
9102,9102,95368,1,13,80,Father not deceased,1
9106,9106,126679,0,12,82,Father not deceased,0
9109,9109,125550,0,12,82,Father not deceased,0
9110,9110,71594,0,12,81,Father not deceased,1
9112,9112,94961,1,15,82,Father not deceased,0
9113,9113,106684,1,16,80,Father not deceased,1
9114,9114,94961,0,12,82,Father deceased,0
9115,9115,106684,0,12,80,Father not deceased,1
9116,9115,71594,0,12,81,Father not deceased,1
9124,9124,78258,0,12,79,Father not deceased,1
9126,9126,75160,1,14,81,Father not deceased,1
9144,9144,64204,0,12,81,Father not deceased,1
9155,9155,72869,1,12,81,Father not deceased,1
9156,9156,109197,0,12,79,Father not deceased,1
9157,9156,103695,0,11,80,Father not deceased,1
9159,9158,49972,0,12,82,Father not deceased,0
9162,9160,107066,0,12,79,Father not deceased,1
9164,9160,82110,0,12,82,Father not deceased,0
9166,9166,112101,0,12,82,Father not deceased,0
9167,9167,57391,0,12,81,Father not deceased,1
9168,9167,67537,0,12,82,Father not deceased,0
9174,9174,113905,1,12,79,Father not deceased,1
9175,9175,72830,0,12,79,Father not deceased,1
9176,9175,59225,0,12,83,Father not deceased,0
9181,9180,76574,0,12,80,Father not deceased,1
9183,9183,112071,0,12,79,Father not deceased,1
9188,9188,112071,0,12,79,Father not deceased,1
9189,9188,76653,0,12,81,Father not deceased,1
9190,9190,80919,0,12,80,Father not deceased,1
9191,9191,89964,0,12,79,Father not deceased,1
9192,9191,99709,0,12,81,Father not deceased,1
9193,9191,122034,1,13,83,Father not deceased,0
9199,9197,110664,1,13,81,Father not deceased,1
9204,9204,89964,0,12,79,Father not deceased,1
9205,9204,103695,0,12,80,Father not deceased,1
9206,9204,122034,0,10,82,Father not deceased,0
9209,9209,101892,0,12,79,Father not deceased,1
9210,9209,90782,0,12,81,Father not deceased,1
9211,9209,96737,0,12,82,Father not deceased,0
9213,9213,75636,1,14,83,Father not deceased,0
9218,9217,112126,0,12,82,Father not deceased,0
9219,9219,137400,0,12,80,Father not deceased,1
9222,9221,94321,0,11,81,Father not deceased,1
9223,9221,62435,0,12,81,Father not deceased,1
9224,9224,102062,0,12,79,Father not deceased,1
9225,9224,142893,0,13,80,Father not deceased,1
9227,9226,87909,0,10,82,Father not deceased,0
9229,9229,111703,0,12,82,Father not deceased,0
9230,9230,91802,0,12,79,Father not deceased,1
9236,9235,82152,0,12,80,Father not deceased,1
9237,9237,91467,1,17,80,Father not deceased,1
9240,9238,82152,0,12,80,Father not deceased,1
9241,9238,112126,0,12,83,Father not deceased,0
9242,9242,112126,1,13,82,Father not deceased,0
9247,9247,109358,1,12,82,Father not deceased,0
9248,9248,89460,0,12,79,Father not deceased,1
9251,9251,66674,1,14,81,Father not deceased,1
9261,9261,92883,1,13,79,Father not deceased,1
9265,9264,109540,0,12,79,Father not deceased,1
9269,9267,109540,0,12,80,Father not deceased,1
9270,9267,95252,1,12,81,Father not deceased,1
9281,9279,121794,0,12,81,Father not deceased,1
9288,9287,78700,0,12,80,Father not deceased,1
9292,9292,122814,0,11,80,Father not deceased,1
9295,9295,106682,1,14,82,Father not deceased,0
9298,9298,171998,1,15,80,Father not deceased,1
9303,9303,134371,1,16,80,Father not deceased,1
9304,9304,134371,0,12,79,Father not deceased,1
9305,9304,171998,1,14,80,Father not deceased,1
9306,9306,199026,1,15,79,Father not deceased,1
9307,9306,175569,1,12,82,Father not deceased,0
9308,9306,210508,1,12,82,Father not deceased,0
9310,9309,236580,0,11,83,Father not deceased,0
9315,9315,196212,0,12,81,Father not deceased,1
9318,9318,106296,1,12,80,Father not deceased,1
9322,9321,137789,1,14,79,Father not deceased,1
9323,9323,161325,1,14,79,Father not deceased,1
9329,9328,190358,0,12,83,Father not deceased,0
9334,9334,205271,1,13,80,Father not deceased,1
9335,9335,153435,0,12,80,Father deceased,1
9339,9336,153435,0,12,81,Father not deceased,1
9340,9336,169685,0,12,82,Father not deceased,0
9342,9341,152887,1,17,80,Father not deceased,1
9353,9352,63936,1,14,80,Father not deceased,1
9354,9354,166014,0,13,79,Father not deceased,1
9358,9358,135968,1,16,80,Father not deceased,1
9359,9359,140006,1,13,79,Father not deceased,1
9360,9359,92676,1,16,80,Father not deceased,1
9365,9365,85859,1,13,81,Father not deceased,1
9367,9366,127282,1,13,79,Father not deceased,1
9372,9372,120546,0,11,83,Father not deceased,0
9375,9375,92657,1,16,79,Father not deceased,1
9377,9377,124836,0,12,79,Father not deceased,1
9378,9378,98023,0,12,82,Father not deceased,0
9379,9379,111224,1,16,81,Father not deceased,1
9380,9380,89470,1,13,81,Father not deceased,1
9387,9385,89360,0,12,81,Father not deceased,1
9389,9389,94257,1,16,81,Father not deceased,1
9394,9394,138278,1,12,81,Father deceased,1
9407,9407,44143,0,12,80,Father not deceased,1
9410,9410,68409,0,12,79,Father not deceased,1
9411,9410,68409,0,12,79,Father not deceased,1
9414,9414,160620,1,13,81,Father not deceased,1
9423,9421,108932,1,14,81,Father not deceased,1
9425,9424,96667,1,15,82,Father not deceased,0
9478,9478,100513,0,12,81,Father not deceased,1
9479,9479,88894,0,12,80,Father not deceased,1
9485,9483,100920,0,12,79,Father not deceased,1
9489,9489,108171,0,11,82,Father not deceased,0
9492,9492,87105,0,12,80,Father not deceased,1
9493,9492,108010,0,12,81,Father not deceased,1
9494,9492,115095,0,12,83,Father not deceased,0
9496,9496,107549,0,12,82,Father not deceased,0
9497,9497,76344,0,12,81,Father deceased,1
9508,9508,77552,0,11,81,Father not deceased,1
9513,9513,92876,1,14,81,Father not deceased,1
9514,9514,137481,0,12,83,Father not deceased,0
9527,9526,90226,1,16,79,Father not deceased,1
9528,9526,119439,1,17,82,Father deceased,0
9532,9530,191363,0,12,82,Father not deceased,0
9534,9534,126997,1,16,79,Father not deceased,1
9535,9534,156731,1,13,83,Father not deceased,0
9540,9540,86351,0,11,79,Father not deceased,1
9541,9540,81427,0,12,82,Father not deceased,0
9549,9549,196676,0,12,80,Father deceased,1
9558,9557,143050,0,12,79,Father not deceased,1
9559,9557,130620,0,12,81,Father not deceased,1
9560,9557,159866,1,14,82,Father not deceased,0
9568,9568,105116,0,12,80,Father not deceased,1
9569,9568,84826,1,12,82,Father not deceased,0
9572,9571,84826,1,16,81,Father deceased,1
9576,9576,72887,0,13,82,Father not deceased,0
9578,9578,90164,0,12,80,Father not deceased,1
9579,9578,68191,0,12,81,Father not deceased,1
9580,9578,119735,1,15,82,Father not deceased,0
9599,9599,93920,1,14,80,Father deceased,1
9609,9609,106302,0,12,79,Father not deceased,1
9610,9610,39739,0,12,81,Father not deceased,1
9635,9634,142398,1,14,82,Father not deceased,0
9636,9636,102508,1,12,81,Father not deceased,1
9639,9637,84980,0,12,80,Father not deceased,1
9640,9640,116861,0,13,79,Father not deceased,1
9646,9644,110937,0,12,80,Father not deceased,1
9649,9649,73147,0,11,79,Father not deceased,1
9651,9651,96883,0,12,80,Father not deceased,1
9653,9652,90856,0,12,80,Father not deceased,1
9654,9654,107617,1,15,81,Father not deceased,1
9658,9657,100569,1,16,80,Father not deceased,1
9662,9662,74378,1,14,80,Father not deceased,1
9669,9669,120633,1,15,82,Father not deceased,0
9670,9670,68287,1,14,79,Father deceased,1
9674,9673,74106,0,12,79,Father deceased,1
9675,9675,101811,0,12,82,Father not deceased,0
9677,9677,89960,1,16,80,Father not deceased,1
9678,9678,113562,0,11,81,Father not deceased,1
9679,9679,85618,1,14,81,Father not deceased,1
9680,9680,118708,0,12,81,Father not deceased,1
9681,9680,95535,0,12,79,Father not deceased,1
9684,9682,119390,1,13,80,Father not deceased,1
9685,9682,121348,0,12,82,Father not deceased,0
9686,9686,127413,0,12,81,Father not deceased,1
9689,9689,119390,0,12,80,Father not deceased,1
9731,9730,59060,0,12,80,Father deceased,1
9732,9730,63198,0,12,81,Father not deceased,1
9757,9757,163183,0,13,80,Father not deceased,1
9758,9757,174150,0,12,81,Father not deceased,1
9759,9759,192042,1,16,82,Father not deceased,0
9760,9760,133070,0,12,79,Father not deceased,1
9761,9760,130506,0,12,81,Father not deceased,1
9762,9762,134887,0,12,83,Father not deceased,0
9763,9763,77848,0,12,81,Father not deceased,1
9766,9766,108120,1,13,80,Father not deceased,1
9771,9771,124513,0,12,80,Father not deceased,1
9777,9776,94502,1,14,79,Father not deceased,1
9779,9779,107324,0,11,81,Father not deceased,1
9782,9782,179044,0,13,82,Father not deceased,0
9783,9783,103861,0,12,81,Father not deceased,1
9784,9783,160050,0,12,83,Father not deceased,0
9788,9788,103861,1,13,82,Father not deceased,0
9789,9789,95619,0,12,81,Father not deceased,1
9790,9789,160050,0,12,82,Father not deceased,0
9810,9810,88173,0,12,79,Father not deceased,1
9813,9811,79076,1,14,81,Father deceased,1
9814,9811,125060,0,11,82,Father not deceased,0
9820,9820,99608,1,17,79,Father not deceased,1
9821,9820,84202,0,11,81,Father not deceased,1
9822,9820,127346,0,13,82,Father not deceased,0
9824,9823,105528,1,16,79,Father not deceased,1
9825,9825,73519,0,12,79,Father not deceased,1
9827,9825,97159,0,11,82,Father not deceased,0
9829,9829,73525,0,12,80,Father not deceased,1
9830,9829,71223,1,15,82,Father not deceased,0
9832,9832,94960,0,12,79,Father not deceased,1
9837,9836,119062,0,12,83,Father not deceased,0
9839,9839,87992,1,12,79,Father not deceased,1
9840,9839,66548,1,13,80,Father not deceased,1
9842,9842,84022,1,14,81,Father not deceased,1
9844,9843,88272,1,13,80,Father not deceased,1
9845,9845,128814,0,12,79,Father deceased,1
9847,9845,79599,1,16,82,Father not deceased,0
9848,9848,120385,1,14,82,Father not deceased,0
9860,9859,102894,0,12,79,Father not deceased,1
9863,9863,67735,1,12,81,Father not deceased,1
9867,9866,78126,0,12,81,Father not deceased,1
9868,9868,138252,0,12,79,Father not deceased,1
9870,9870,125392,0,12,82,Father not deceased,0
9873,9873,108420,1,16,82,Father not deceased,0
9877,9877,128993,1,12,80,Father not deceased,1
9878,9878,70258,0,13,79,Father not deceased,1
9879,9879,98885,1,16,81,Father not deceased,1
9892,9892,109724,0,12,81,Father not deceased,1
9897,9896,97816,1,16,80,Father not deceased,1
9898,9896,97816,1,16,80,Father not deceased,1
9902,9901,88254,0,11,79,Father not deceased,1
9906,9905,127465,0,11,83,Father not deceased,0
9918,9918,118418,0,12,82,Father not deceased,0
9921,9921,95848,1,16,79,Father deceased,1
9925,9925,85254,0,12,81,Father not deceased,1
9928,9928,125336,1,14,80,Father not deceased,1
9929,9928,112325,1,14,80,Father not deceased,1
9930,9930,70929,0,12,80,Father not deceased,1
9933,9933,122608,0,12,80,Father not deceased,1
9934,9934,129582,1,17,82,Father not deceased,0
9935,9935,70929,0,12,80,Father not deceased,1
9948,9947,75603,0,12,82,Father not deceased,0
9950,9950,130735,0,12,80,Father not deceased,1
9951,9950,166904,1,12,81,Father not deceased,1
9952,9950,128686,0,12,82,Father not deceased,0
9953,9953,126992,0,11,83,Father not deceased,0
9959,9959,143094,1,16,80,Father not deceased,1
9961,9961,130380,0,13,80,Father not deceased,1
9972,9972,90922,0,12,79,Father not deceased,1
9977,9976,105237,0,11,83,Father not deceased,0
9982,9980,83804,1,13,82,Father not deceased,0
9992,9992,127252,1,15,82,Father not deceased,0
9995,9995,153708,0,12,82,Father not deceased,0
9997,9997,123772,0,12,80,Father not deceased,1
9998,9997,91043,0,11,79,Father not deceased,1
10001,10001,100426,1,12,83,Father not deceased,0
10002,10001,109015,0,12,83,Father not deceased,0
10003,10003,66402,0,12,81,Father not deceased,1
10004,10003,100426,0,12,82,Father not deceased,0
10010,10010,120429,1,16,82,Father not deceased,0
10011,10011,94662,0,12,79,Father not deceased,1
10014,10013,98294,0,12,79,Father not deceased,1
10021,10019,90570,0,12,81,Father not deceased,1
10030,10030,85375,0,12,79,Father not deceased,1
10033,10033,79229,0,11,83,Father not deceased,0
10035,10034,125825,1,15,82,Father not deceased,0
10044,10044,64229,0,11,79,Father not deceased,1
10047,10046,101811,0,12,81,Father not deceased,1
10050,10048,120236,0,12,82,Father not deceased,0
10051,10048,127076,0,12,83,Father not deceased,0
10054,10052,66189,1,13,81,Father not deceased,1
10058,10057,101399,1,14,80,Father not deceased,1
10068,10067,111323,0,12,81,Father not deceased,1
10069,10069,138599,0,12,81,Father not deceased,1
10070,10069,146483,1,12,82,Father not deceased,0
10075,10075,105891,0,11,81,Father not deceased,1
10077,10077,84882,0,12,81,Father not deceased,1
10078,10077,111915,1,14,83,Father not deceased,0
10084,10082,80280,1,16,79,Father not deceased,1
10085,10082,79987,0,12,80,Father not deceased,1
10087,10087,133386,0,12,83,Father not deceased,0
10088,10087,133386,0,12,83,Father not deceased,0
10096,10096,58977,1,16,79,Father not deceased,1
10102,10102,68936,0,12,79,Father not deceased,1
10106,10106,121213,0,12,82,Father not deceased,0
10114,10114,127097,0,12,82,Father not deceased,0
10115,10115,95822,0,12,81,Father not deceased,1
10116,10116,95400,0,12,79,Father not deceased,1
10121,10120,106319,0,12,79,Father not deceased,1
10128,10126,88242,0,12,82,Father not deceased,0
10132,10130,103031,0,12,80,Father not deceased,1
