nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
399,-601,13399,36,39450,5,12,1,1,1,1,1,0,1
10042,6442,8942,31,23481,2,14,1,0,0,1,0,0,0
13200,12950,19950,58,37068,2,8,0,1,0,1,0,0,1
205698,259198,283773,39,100287,1,18,1,0,0,1,1,1,0
900,2400,11900,28,52248,4,17,1,1,1,1,1,0,1
2043,6043,115043,40,44736,4,14,0,1,1,1,1,0,1
300,7800,37800,38,22011,5,5,0,1,0,1,1,0,1
120,-1050,3000,31,31434,1,18,1,0,0,1,1,0,0
8000,9000,31000,59,102150,4,13,0,1,1,1,1,0,1
11500,4500,8000,30,43314,2,16,1,1,1,1,0,0,0
5533,4339,10889,38,28131,3,16,0,0,0,1,0,0,0
600,-1300,70200,35,24924,3,9,0,1,0,1,1,0,1
27499,62149,104149,49,60069,4,12,0,1,0,1,1,1,1
4800,8200,17679,32,20640,1,12,1,0,0,1,1,0,1
2500,-13670,13330,55,33738,2,17,0,1,0,1,1,0,0
249,-3751,104249,38,45027,5,14,0,1,1,1,0,0,1
62175,62679,67679,28,26646,1,16,1,0,0,1,1,0,0
1999,2329,30829,44,26844,2,12,1,1,1,1,0,1,1
3723,7196,35896,26,38604,2,16,0,1,1,1,1,1,1
300,3300,3800,44,20646,1,12,1,0,0,1,1,0,0
8750,35450,144150,28,38889,1,16,0,0,0,1,1,1,1
1116,5866,11108,31,20922,1,16,1,0,0,1,1,1,0
49,12049,40049,43,32712,4,14,1,1,1,1,1,0,1
7900,9400,15066,30,59748,1,16,1,0,0,1,1,0,0
1050,-2950,12550,39,37815,1,11,1,0,0,1,0,0,1
2000,2000,4000,36,30450,2,12,1,1,1,1,0,1,0
33800,52400,163400,47,92931,4,16,1,1,1,1,0,1,1
100,100,600,35,14556,4,15,1,0,0,1,0,0,0
1600,16170,24108,46,36525,2,12,1,0,0,1,1,0,0
2100,9700,77700,39,46029,2,10,0,1,1,1,1,1,1
0,0,500,60,14640,1,10,0,0,0,1,0,0,0
4500,3500,38750,41,40050,2,18,1,0,0,1,0,0,1
2500,47300,94650,53,30900,2,12,0,0,0,1,1,0,1
0,9000,75000,36,59046,2,12,0,1,1,1,1,0,1
53700,188700,238700,55,87735,2,1,1,1,1,1,1,1,1
2279,20084,24823,38,33921,4,16,0,1,1,1,1,1,0
2500,7500,43500,35,33690,3,12,0,1,1,1,1,0,0
3500,8500,13775,30,20430,1,14,0,0,0,1,1,0,1
16100,40050,47050,32,47691,2,14,1,1,1,1,1,1,1
1812,2312,24312,60,14181,1,12,0,0,0,1,1,0,1
2000,24566,30447,38,47316,4,12,0,1,1,1,1,1,1
305249,373556,770798,59,43317,1,16,0,0,0,1,1,1,1
249,3749,3749,27,25689,2,13,0,1,1,1,1,1,0
700,10150,15850,29,36294,4,14,0,1,1,1,1,1,1
4447,46232,81232,38,69714,3,12,1,1,1,1,1,1,1
650,-5830,7170,42,21156,6,12,0,1,0,1,0,0,1
75700,77200,123300,36,33312,2,12,1,0,0,1,1,0,1
1200,2850,31250,38,15000,1,12,1,0,0,1,1,0,1
0,5000,5000,43,4605,5,17,0,1,0,1,1,0,0
2000,41750,99175,50,35700,1,18,1,0,0,1,1,0,0
6500,4550,4550,34,48501,4,16,0,1,1,1,1,1,0
1218,2718,27218,40,39165,4,13,0,1,1,1,1,0,1
949,1049,24949,37,33489,1,18,0,0,0,1,0,1,1
3298,47598,88778,46,69780,5,12,0,1,1,1,1,1,1
3712,23312,70812,41,27111,4,12,0,1,1,1,1,0,1
450,-50,-50,41,41415,4,12,0,1,1,1,0,0,1
9000,5930,7430,44,43914,2,16,1,0,0,1,1,0,0
730,12596,21596,36,36552,4,12,0,1,1,1,1,0,1
14000,46000,118175,48,60000,1,18,0,0,0,1,1,1,1
1800,-3100,40900,46,27000,2,16,1,1,0,1,0,0,1
1300,-6700,-6700,33,48705,3,12,0,1,1,1,0,0,0
131600,132100,272100,43,103080,3,12,0,1,0,1,1,0,1
0,18500,18500,42,14160,3,12,0,1,0,1,1,0,0
5199,5199,155199,46,90300,3,18,1,1,1,1,0,0,1
0,785,785,43,26298,2,12,0,1,1,1,1,0,0
26020,108359,248359,53,70923,2,12,0,1,1,1,1,1,1
50,3750,10450,43,28080,4,12,0,0,0,1,1,0,0
434,1534,31534,51,40683,4,12,0,1,0,1,1,0,1
3500,2750,30850,45,44067,4,10,0,1,1,1,0,0,1
430,4847,20047,33,32739,3,15,0,0,0,1,1,0,1
11390,30800,50800,27,73020,2,16,1,1,1,1,1,1,1
7500,18500,19925,35,29970,2,12,0,0,0,1,1,0,0
26200,26800,68800,30,59685,3,16,1,1,1,1,1,0,1
1349,749,14249,33,46245,4,12,0,1,0,1,1,0,1
21680,23210,23210,35,54963,4,12,1,1,1,1,1,0,1
257,-6943,-6943,34,22779,3,15,0,1,0,1,1,0,0
8000,8000,134700,42,65280,3,13,1,1,1,1,0,0,1
1500,1158,104158,54,10374,2,12,0,1,0,1,1,0,1
12610,32754,76566,34,74472,3,14,0,1,1,1,1,1,1
199,-6051,96649,45,25353,1,12,0,0,0,1,1,0,1
3500,21900,26182,44,29913,1,12,1,0,0,1,1,0,0
3182,70682,194682,42,89520,5,13,0,1,1,1,1,0,1
44,-2542,-1532,34,27213,4,12,1,1,1,1,0,0,1
8100,17600,177600,38,99645,3,18,1,1,1,1,1,0,1
34900,34900,69906,46,70374,5,12,0,1,1,1,0,0,1
5000,8420,18500,26,22992,2,1,0,1,1,1,1,0,0
8520,32920,41820,32,76992,5,16,0,1,0,1,1,1,0
45500,43500,83825,51,57783,2,13,1,1,1,1,0,0,1
0,0,3000,58,25497,3,15,1,0,0,1,0,0,0
200,3274,18274,29,20175,2,12,0,0,0,1,1,0,1
2799,-4201,148099,28,37170,2,18,0,1,1,1,0,0,1
81000,80850,300950,49,71691,3,12,0,1,1,1,0,0,1
7499,38399,61493,43,48471,4,16,0,0,0,1,1,1,1
51119,131844,171844,32,39882,5,14,0,1,0,1,1,1,1
600,4100,7100,41,69840,2,12,0,1,1,1,1,0,1
1004998,1018238,1046107,45,71358,2,18,1,0,0,1,1,0,1
51408,131408,234504,48,34290,2,16,1,1,0,1,1,1,1
1484,1072,53072,60,39675,2,12,0,1,1,1,0,0,1
58249,53749,93749,52,35424,3,12,0,1,0,1,0,0,1
46000,45500,106500,35,50400,2,17,0,1,1,1,0,0,1
7450,4450,11950,39,48054,3,12,0,1,1,1,0,0,1
25900,95700,182700,34,102666,3,16,1,1,1,1,1,0,1
2699,24699,45699,56,34803,2,14,1,1,1,1,1,1,0
500,-2600,72400,64,36693,8,12,0,1,1,1,1,0,1
28000,115000,135000,59,69435,2,13,1,1,1,1,1,1,1
22550,22050,41729,37,30504,2,12,0,0,0,1,0,0,1
999,5299,5299,27,26901,2,12,0,1,1,1,0,1,0
2090,6240,65240,43,20430,4,12,0,1,0,1,1,0,1
2100,5600,5600,39,61986,4,18,0,1,1,1,1,0,1
7200,20600,20600,44,46869,2,14,1,1,1,1,1,1,0
2000,-6000,-6000,29,52800,4,15,0,1,1,1,0,0,1
1350,-8950,-8950,29,29997,4,12,0,1,0,1,1,0,0
13480,65480,291080,42,75948,2,12,1,1,1,1,1,0,1
500,36983,160483,54,73311,2,12,0,1,0,1,1,1,1
50,5250,5950,30,26877,1,8,0,0,0,1,1,0,0
458,158,11324,41,23454,1,12,1,0,0,1,0,0,1
526,-13960,-13960,27,22050,1,16,0,0,0,1,1,0,0
16774,66674,89674,37,35328,6,16,0,1,0,1,1,1,1
32114,32292,152292,32,79206,2,16,0,1,1,1,1,0,0
6500,6320,25420,38,40350,4,12,1,1,1,1,1,0,1
46050,72650,202150,45,67425,3,12,0,1,1,1,1,1,1
6062,5162,54787,36,36354,1,12,1,0,0,1,1,0,1
18500,51000,131000,46,80700,4,14,0,1,1,1,1,1,1
2200,21900,38900,42,44874,4,12,0,1,1,1,1,0,1
6500,6700,129200,52,75612,2,16,1,1,1,1,1,0,1
1725,41725,42645,37,83868,3,13,1,1,1,1,1,0,1
13475,19375,27275,44,108795,3,18,0,1,1,1,1,1,0
2350,42150,109750,61,16092,2,12,1,0,0,1,1,0,1
500,6250,16250,45,19200,4,12,0,1,0,1,1,0,1
5575,72475,194475,41,91689,5,15,1,1,1,1,1,1,1
16100,23833,64583,34,53700,4,14,1,1,1,1,1,0,1
1225,10475,36850,30,42780,1,18,1,0,0,1,1,0,1
30200,63700,104750,41,47238,1,18,1,0,0,1,1,1,1
1475,-2950,71602,41,35772,4,15,0,1,1,1,1,0,1
10450,17950,31950,41,77457,4,18,0,1,1,1,1,0,1
35,35,101235,25,9666,1,12,1,0,0,1,0,0,1
2346,2406,3321,25,21042,1,12,1,1,0,1,1,0,0
2200,-6594,-2944,32,36012,1,18,0,0,0,1,1,0,0
3260,10700,24700,42,38091,4,12,1,1,1,1,1,0,1
35056,43352,87352,49,47727,5,12,0,1,0,1,1,0,1
0,0,500,30,19497,1,6,0,0,0,1,0,0,0
25358,34908,34908,43,31239,3,12,0,1,0,1,1,0,0
11000,15000,133000,33,72300,4,12,0,1,0,1,1,0,1
8000,14500,14500,33,79860,2,16,0,1,1,1,1,0,1
1000,2570,3570,31,33693,1,13,1,0,0,1,1,0,0
1725,23152,40326,48,77523,4,18,0,1,1,1,1,0,1
9065,79565,117065,35,79818,2,14,0,1,1,1,1,1,1
5407,21419,67852,41,44883,2,14,1,0,0,1,1,1,1
1000,-9000,-6350,39,63690,1,16,1,0,0,1,0,0,0
3550,53950,75950,52,103563,4,18,0,1,1,1,1,1,1
100,-1900,27900,37,23802,3,12,1,1,1,1,0,0,1
100,2600,3600,58,11325,2,12,1,0,0,1,1,0,0
12275,10275,85275,33,61029,5,15,0,1,1,1,1,0,1
400,-750,7750,28,31926,2,12,0,1,1,1,1,0,0
100,19600,19600,31,36936,1,16,0,0,0,1,1,0,0
86070,102132,273132,53,82971,2,13,0,1,1,1,1,1,1
11010,21810,73810,38,45741,5,14,0,1,1,1,1,0,1
100,5100,28450,44,46593,1,14,0,0,0,1,1,0,1
9719,41119,91719,35,75372,4,17,1,1,1,1,1,0,1
200,-240,-240,27,23097,4,12,0,1,0,1,1,0,0
1100,-6600,68400,44,58428,4,12,1,1,1,1,0,1,1
2800,6400,46400,34,47928,3,18,0,1,0,1,0,1,1
35400,65500,135500,54,51990,2,13,0,1,1,1,1,1,1
10410,10410,12335,33,26943,2,14,0,0,0,1,0,0,0
2000,-9100,-100,39,62184,1,18,0,0,0,1,1,1,0
6100,46850,61050,43,43788,3,13,1,0,0,1,1,1,1
19110,37510,52510,47,70926,3,18,0,1,1,1,1,1,1
59370,84228,139228,56,29556,2,12,0,1,0,1,1,1,1
80000,85000,137675,34,48270,2,16,0,0,0,1,1,1,1
1560,1560,4326,35,16395,1,15,1,0,0,1,0,0,0
200,30800,175800,63,75804,4,16,1,1,1,1,1,0,1
1249,1049,4399,29,23409,1,16,0,0,0,1,1,0,0
4128,27332,161332,52,70392,2,12,0,1,1,1,1,1,1
700,3000,69500,33,41283,4,12,0,1,0,1,1,0,1
54800,53948,325948,43,65700,5,14,1,1,1,1,1,0,1
19979,19679,79679,49,58920,4,13,1,1,1,1,0,0,1
12168,5168,8668,50,64026,2,12,1,1,1,1,0,0,0
65100,59400,141400,38,29220,3,15,0,1,1,1,1,0,1
8799,4799,49799,62,30558,4,12,1,1,1,1,0,0,1
714,1574,27574,38,33345,4,12,0,1,1,1,1,0,1
49,49,724,26,20340,1,14,1,0,0,1,0,0,0
13000,77875,165975,58,66987,2,12,1,1,1,1,1,1,1
0,7804,7804,47,44244,5,12,0,1,1,1,1,1,0
7500,73300,120800,47,55107,4,16,1,1,1,1,1,1,1
250,-1388,612,34,17955,4,12,0,1,1,1,1,0,1
5500,16700,19750,31,29562,1,17,0,0,0,1,1,0,0
1800,3200,10279,41,11106,1,12,0,0,0,1,1,0,0
78000,167000,167000,45,101496,1,16,1,0,0,1,1,1,0
43,43,43,46,38061,1,13,0,0,0,1,0,0,0
10017,26877,86877,49,56877,3,12,1,1,1,1,0,1,1
371532,398241,415941,35,153018,2,16,0,1,1,1,0,1,1
70000,79500,229500,41,89952,4,18,1,1,1,1,1,1,1
5200,4900,61900,50,38595,4,14,0,1,1,1,0,1,1
7999,27999,94349,57,17484,3,12,0,0,0,1,1,0,1
2800,-21548,-21548,27,39981,2,14,0,1,1,1,0,0,0
66498,144498,277498,62,50373,2,12,0,1,0,1,1,1,1
52375,92375,214725,57,26142,1,12,0,0,0,1,1,1,1
49,579,11079,32,22383,4,12,1,1,1,1,1,0,0
444,264,25344,60,20388,2,11,0,1,0,1,0,1,1
13030,25130,85130,35,49920,2,12,1,1,1,1,0,1,1
30511,51011,104911,55,74688,4,13,0,1,1,1,1,1,1
250,4850,20953,35,26241,1,12,0,0,0,1,0,1,1
1200,-8860,30140,38,50070,5,14,0,1,1,1,1,0,1
6000,5000,57100,28,68142,3,16,0,1,1,1,0,0,1
799,-13201,-9201,27,54708,2,18,1,1,1,1,1,0,0
5500,6227,66227,52,30150,2,8,1,1,1,1,1,0,1
124200,141300,240300,53,139938,4,18,0,1,1,1,1,1,1
4700,10074,35074,50,63846,5,17,1,1,1,1,1,0,1
600,60,52260,63,22299,3,12,1,0,0,1,1,0,1
0,600,22600,25,25200,4,12,0,1,1,1,1,0,1
12000,114000,234000,44,48966,4,12,0,1,1,1,1,1,1
1050,3710,4235,42,24237,1,12,0,0,0,1,1,0,0
12000,36800,111800,48,68673,3,12,1,1,1,1,1,0,1
7955,7955,9455,55,20760,1,12,1,0,0,1,0,0,0
10414,9614,59614,43,45384,4,12,1,1,1,1,1,0,0
1500,30900,30900,26,36459,4,14,0,1,1,1,1,0,0
17499,17499,21999,54,21300,1,12,1,0,0,1,0,0,1
11000,11000,86000,38,60225,4,12,0,1,1,1,0,0,1
0,-5200,-3700,50,23136,1,12,1,0,0,1,0,0,0
1100,2547,79947,37,57234,3,12,1,1,1,1,1,0,1
0,5500,11250,29,36000,1,16,0,0,0,1,1,1,0
700,1380,220380,41,42213,5,9,0,1,0,1,1,1,1
5600,15100,15100,40,74220,5,12,0,1,1,1,1,0,1
35050,35050,98050,37,17286,3,16,0,0,0,1,0,0,1
550,-50,29650,27,38322,3,12,1,1,1,1,1,0,1
4000,14500,64428,39,21576,1,18,1,0,0,1,1,1,1
42224,52624,177624,55,53454,2,13,1,1,1,1,0,1,1
7460,33910,35910,42,82035,5,12,0,1,1,1,1,0,0
17600,14000,51249,36,104661,3,16,0,1,1,1,1,1,1
15,4015,9429,60,29148,3,13,0,1,1,1,1,0,1
2805,-10115,12885,34,49200,3,12,0,1,1,1,1,0,1
5900,15900,55900,41,52845,2,14,0,1,1,1,1,0,1
39000,132800,198800,60,49944,1,16,1,0,0,1,1,1,0
27000,44600,110100,46,24906,1,17,1,0,0,1,1,0,1
250,12230,42230,33,63360,5,18,0,1,1,1,1,0,1
4000,9000,151000,33,58572,4,12,1,1,1,1,1,0,1
8905,13705,42705,33,43200,3,14,0,1,1,1,1,0,1
2797,17147,19197,46,41580,2,16,1,0,0,1,1,1,0
500,5800,6300,39,50400,2,18,0,0,0,1,1,0,0
1510,44310,44810,53,16002,1,13,0,0,0,1,1,0,0
20577,40527,100315,29,61161,1,14,1,0,0,1,1,0,1
11000,13100,40700,39,64359,4,16,0,1,1,1,1,0,1
19889,21589,199407,59,25560,1,12,0,0,0,1,1,0,1
500,-7500,-6750,34,13101,1,12,1,0,0,1,0,0,0
5655,-9705,2295,35,59187,3,13,0,1,1,1,1,0,1
1000,120700,124600,54,31896,1,17,0,0,0,1,1,0,1
43500,81500,131500,61,51288,2,12,0,1,0,1,1,1,1
890,-7610,14890,29,43521,3,13,0,1,1,1,1,0,1
500,2200,6200,27,29760,4,16,0,1,1,1,1,0,0
18800,42114,132114,41,58368,5,17,1,1,1,1,0,1,1
2000,-5000,110000,50,12240,2,12,0,0,0,1,1,0,1
2100,2100,3092,26,16203,1,14,1,0,0,1,0,0,0
200000,227000,377000,35,135300,3,17,0,1,1,1,1,1,1
500,-541,-541,26,13275,3,13,0,1,1,1,1,0,0
30000,65000,118000,64,39537,2,10,1,1,0,1,1,0,1
3400,-14800,57200,56,72129,4,18,1,1,1,1,0,0,1
15240,27240,28315,45,46521,1,14,1,0,0,1,1,1,0
36329,99329,318329,58,89988,2,16,1,1,1,1,1,1,1
7407,62707,180607,45,55446,4,14,0,1,1,1,1,0,1
3000,6000,6000,37,18030,1,12,1,1,0,1,1,0,0
700,-250,2750,40,35064,5,12,1,1,1,1,0,0,1
2600,-6400,29600,38,47784,4,11,1,1,1,1,0,0,1
2379,13840,96246,39,64797,6,12,1,1,1,1,1,0,1
545,-105,89895,35,86811,4,14,0,1,1,1,1,0,1
0,835,10835,47,41361,2,13,0,1,1,1,1,0,0
8000,11509,41009,29,44805,3,14,0,1,1,1,1,1,1
24630,15630,30430,48,121701,2,15,1,1,1,1,0,0,1
1000,-200,31900,28,23316,1,18,1,0,0,1,0,0,1
600,-5500,-4300,26,18666,3,12,0,1,1,1,1,0,0
3824,80060,133935,42,71478,1,16,1,0,0,1,1,1,1
10205,22772,30772,53,55725,2,12,0,1,1,1,1,0,1
5800,5300,75200,58,38979,2,12,0,1,1,1,0,0,1
121000,124100,164379,35,32874,1,16,0,0,0,1,1,0,1
526,4626,6701,39,12444,2,12,0,1,0,1,1,1,0
45,45,45,29,14400,4,11,0,1,0,1,0,0,0
6248,10708,20708,29,73650,2,14,0,1,1,1,1,0,1
2800,-3200,9000,44,35652,2,18,1,0,0,1,0,0,1
46400,41400,141400,44,73560,4,12,1,1,1,1,0,0,1
8220,8420,28420,41,57252,4,12,0,1,1,1,1,0,1
6477,35077,76077,35,69789,3,14,1,1,1,1,1,0,1
0,18000,23750,50,20373,2,13,1,0,0,1,1,0,1
6781,-8219,-18219,43,48426,3,8,0,1,1,1,0,0,1
1350,950,950,30,27927,4,12,0,1,1,1,1,0,0
103000,108600,275600,43,47796,4,11,0,1,0,1,1,1,1
7199,7640,16640,25,14028,2,12,0,1,1,1,1,1,0
3000,1500,10596,25,30960,1,12,0,0,0,1,0,0,0
2300,-16200,-15120,29,17880,2,16,0,1,1,1,0,0,0
18400,36500,93600,34,69942,3,16,1,1,1,1,1,0,1
200,-5300,-1550,42,21612,2,12,1,0,0,1,0,0,0
14348,23198,66998,38,55992,5,14,0,1,1,1,0,1,1
11200,16050,73050,51,42606,2,11,1,1,1,1,1,0,1
1042,-758,39242,49,37833,3,12,1,1,1,1,1,0,1
799,-1801,-301,28,20100,1,12,1,0,0,1,0,0,0
30249,58249,113249,27,45963,2,13,0,1,1,1,1,0,1
28000,27650,70600,34,20370,3,15,1,0,0,1,0,0,1
3800,2000,48000,28,47790,3,13,0,1,1,1,0,0,1
7,27407,259370,54,39888,1,18,1,0,0,1,1,1,1
6000,6000,87000,46,52365,2,12,0,1,1,1,0,0,1
5050,-2050,18992,48,21969,1,14,1,0,0,1,0,0,1
600,6400,54100,50,50013,2,12,1,1,1,1,1,1,1
2600,12600,23433,39,31530,1,16,0,0,0,1,1,0,1
10,-6190,41760,49,31176,1,12,1,0,0,1,0,0,1
830,-1720,21280,42,41607,3,16,1,1,1,1,1,1,1
28460,37292,171292,53,80676,2,12,0,1,0,1,1,1,1
28000,28000,71500,36,67800,2,17,0,1,1,1,0,0,1
2334,1334,94934,54,69282,2,18,1,1,1,1,1,0,1
900,10269,13844,35,29427,1,12,1,0,0,1,1,0,0
12050,18450,73450,46,70815,4,14,1,1,1,1,0,1,1
306,3306,9806,28,42411,2,12,0,0,0,1,1,0,1
1700,19700,44700,56,32520,3,2,0,1,1,1,1,1,1
10200,38800,64200,47,45870,2,14,0,1,1,1,1,1,1
40,-11010,-4010,25,34200,3,13,0,1,1,1,1,0,1
77025,106825,427825,42,113076,4,17,0,1,0,1,1,1,1
2960,35860,116860,36,48135,4,16,0,1,0,1,1,0,1
300,1300,1300,37,6168,5,12,0,0,0,1,1,0,1
30500,124600,213600,53,73278,2,14,0,1,0,1,1,1,1
500,500,41850,56,11490,2,13,0,0,0,1,0,0,1
3000,22500,193203,50,58896,3,16,1,0,0,1,0,1,1
10000,-30000,-29000,30,33270,3,17,0,1,1,1,0,0,1
4000,4700,14000,30,44352,4,13,0,1,1,1,0,1,1
980,3880,19047,26,34518,3,12,0,1,1,1,1,0,1
17000,37800,112225,57,11520,3,14,1,0,0,1,1,1,1
1000,1000,8306,38,20163,1,15,1,0,0,1,0,0,0
25000,45500,50144,33,46035,1,18,0,0,0,1,1,0,1
299,-2801,5699,36,33270,8,10,0,1,0,1,0,0,1
31498,65398,127398,60,33663,2,12,1,1,1,1,1,1,1
500,17080,41080,32,77430,4,12,0,1,1,1,1,1,1
6100,-2800,71825,34,44043,4,17,0,1,1,1,0,0,1
16100,37100,64275,38,27060,3,13,1,0,0,1,1,0,1
380,-50,19850,52,14805,1,12,1,0,0,1,0,0,1
8940,14740,56740,39,44880,4,12,1,1,1,1,1,0,1
12000,15000,52000,37,94980,2,15,0,1,1,1,1,0,1
100,14120,97020,56,74385,3,12,1,1,1,1,1,1,1
2260,11760,56760,27,26523,3,16,0,1,0,1,0,1,1
0,-1430,1238,27,12789,2,16,1,0,0,1,0,0,1
0,-5900,194100,47,40800,1,12,0,0,0,1,0,0,0
1925,-5075,16925,52,31998,2,12,1,1,1,1,0,0,0
0,3675,6150,28,24348,3,12,1,0,0,1,1,1,0
1500,-3600,130400,54,29370,4,8,0,1,0,1,0,0,1
5009,15399,26099,29,40776,4,16,0,1,1,1,1,0,1
115,-4735,-2169,25,22104,1,14,0,0,0,1,0,0,0
31200,66300,67643,42,43032,1,13,0,0,0,1,1,1,0
2050,10800,10911,36,110985,4,16,0,1,1,1,1,0,1
0,900,31400,39,9600,3,10,1,0,0,1,1,0,1
2600,13600,225600,62,90726,2,14,1,1,1,1,1,1,1
34850,34850,85850,44,66381,3,12,0,1,1,1,0,0,1
26560,56560,141560,39,49689,4,12,0,1,0,1,1,0,1
1249,1249,18749,58,15207,1,8,1,0,0,1,0,0,1
0,-12000,34000,37,49200,4,18,0,1,1,1,0,0,1
4200,-3800,39200,30,62700,4,18,1,1,1,1,0,0,1
9349,21349,159349,54,53184,2,12,1,1,1,1,1,0,1
1750,74600,102987,38,51528,6,18,1,1,1,1,1,0,1
5100,-3100,31400,29,25908,3,13,0,1,0,1,0,0,1
11999,13999,43999,31,40200,3,12,0,1,1,1,1,0,1
3000,-148500,51500,29,18150,2,12,0,1,0,1,1,0,0
17000,1000,101000,38,99789,4,15,0,1,1,1,0,0,1
4500,42711,83611,38,54081,4,12,0,1,0,1,1,1,1
35300,74700,130875,60,42432,3,12,1,0,0,1,1,1,1
11950,110350,145350,50,99084,2,14,1,1,1,1,1,1,1
8200,27500,308500,59,68790,5,16,1,1,1,1,1,1,1
1000,-15720,-11759,27,30000,1,18,0,0,0,1,1,0,0
1100,-11400,-7975,33,34671,1,16,0,0,0,1,1,0,0
2015,13515,52515,52,41184,2,10,1,1,1,1,1,1,1
600,-4245,-1245,26,33363,4,12,0,1,1,1,1,0,1
850,8850,120850,52,30102,3,16,1,1,1,1,1,0,1
42998,61698,155698,49,67764,3,12,0,1,0,1,1,1,1
18048,81348,82348,34,88770,4,16,1,1,1,1,1,0,1
0,35400,39943,39,36930,3,14,0,0,0,1,1,0,0
10854,102619,185619,43,54150,3,14,0,1,1,1,1,1,1
6100,7100,20600,41,72600,4,17,1,1,1,1,1,0,1
6864,8814,15339,25,36531,1,17,1,0,0,1,1,0,0
174255,278303,428303,40,104502,5,16,0,1,0,1,1,1,1
19600,29500,35300,31,62640,2,16,0,1,1,1,0,1,1
61289,74289,199289,36,85689,2,13,1,1,1,1,0,1,1
25175,57775,99594,36,69003,4,16,1,1,1,1,1,0,1
66345,112361,163878,48,68538,1,16,1,0,0,1,1,0,1
5480,23380,58380,33,45201,4,17,0,1,1,1,1,0,1
25,-3675,29025,46,44553,2,13,1,1,1,1,1,0,1
4650,12150,57650,32,43620,3,14,0,1,0,1,1,0,1
24300,55800,93933,30,78174,3,18,1,1,1,1,1,1,1
6700,200,200,42,28245,2,18,1,1,1,1,0,0,0
45,-2055,-55,26,17619,1,14,1,0,0,1,1,0,0
14959,78559,153559,58,62766,2,13,1,1,1,1,1,1,1
5000,83300,273859,43,77700,5,12,1,1,1,1,1,0,1
4000,19500,52500,59,67488,4,12,0,1,1,1,1,0,1
2549,9549,16217,55,44184,3,9,0,1,1,1,1,0,1
40776,135196,252796,44,158721,3,16,1,1,1,1,1,1,1
100,-3900,69100,43,18246,5,12,0,1,0,1,0,0,1
0,-1000,16075,35,41886,2,12,0,0,0,1,1,0,1
18100,22100,149100,42,77706,5,12,0,1,0,1,1,0,1
6500,38500,45375,41,24594,1,18,0,0,0,1,1,0,0
1007024,1098624,1150677,37,55263,3,16,1,0,0,1,1,1,1
6100,7600,94600,36,40515,3,12,0,1,0,1,0,1,1
2165,1865,9865,40,45279,3,13,1,1,1,1,1,0,0
25899,30949,138420,31,53100,1,12,1,0,0,1,0,1,1
6607,64337,110532,49,111372,2,15,0,1,1,1,1,1,1
20,-9380,-1380,42,96864,3,12,0,1,1,1,1,0,0
19500,19400,114879,54,40500,2,15,0,0,0,1,1,0,1
8111,8111,17111,55,18375,3,12,0,1,0,1,0,0,1
108075,202075,352075,29,148770,2,16,1,1,1,1,1,1,1
36275,98175,448175,57,90525,4,12,1,1,0,1,1,1,1
0,5600,42700,52,12954,5,12,1,0,0,1,1,0,1
5349,19949,63274,48,26925,4,14,1,0,0,1,0,1,1
35000,49000,77053,44,50250,2,18,0,0,0,1,1,1,1
550,-10559,-6859,32,53364,4,12,0,1,1,1,1,0,0
24000,24550,53375,46,66576,1,18,1,0,0,1,1,0,1
2100,20100,140100,52,91992,8,13,1,1,1,1,1,0,1
502,13202,108202,39,40392,6,11,0,1,1,1,1,0,1
43600,47999,67999,28,57300,4,18,1,1,1,1,1,0,1
5100,5100,130100,35,34080,6,8,0,1,1,1,0,0,1
10300,10300,62300,32,55602,4,16,1,1,1,1,0,0,1
9300,9040,45525,44,31665,4,9,0,1,1,1,0,0,1
21914,35914,136914,33,100563,3,18,0,1,1,1,1,1,1
2150,-578,922,36,34392,4,13,1,1,1,1,1,0,0
100,6505,33505,41,30321,6,12,1,1,1,1,1,0,1
230,-300,400,43,39261,3,12,0,1,1,1,1,0,1
34999,34999,192999,38,14850,5,12,0,1,0,1,0,0,1
52700,79100,112550,30,47430,2,16,1,0,0,1,1,1,1
6650,13250,97250,44,45927,3,14,1,1,1,1,1,0,1
303198,484198,576698,49,169200,2,17,0,1,1,1,1,1,1
3325,1606,4681,31,23367,3,14,1,0,0,1,0,0,0
40,-4960,21040,58,14670,2,12,0,1,0,1,1,0,1
1350,350,350,34,24891,3,18,1,1,1,1,0,0,0
6499,52499,55849,38,29952,1,16,0,0,0,1,1,1,0
1499,51499,278937,61,28080,4,12,1,0,0,1,0,1,1
500,2000,32500,34,31722,3,12,0,1,1,1,1,0,1
7499,12999,66460,54,18144,3,12,1,0,0,1,0,1,1
9700,27700,127700,51,103848,4,17,1,1,1,1,1,1,1
13700,4000,4800,35,117900,3,12,1,1,1,1,1,0,0
10000,32000,276000,44,70125,2,16,0,0,0,1,1,1,1
54000,55200,124200,42,50064,3,13,0,1,0,1,1,0,1
9099,104856,294856,59,99318,6,15,1,1,1,1,1,1,1
3000,28300,105300,30,35940,4,13,0,1,0,1,1,0,1
62000,99900,184900,50,84069,4,12,0,1,1,1,1,1,1
9050,7650,14546,27,28458,1,16,0,0,0,1,1,0,0
2203,12203,32103,35,39876,3,12,1,1,1,1,1,0,1
0,8200,12200,38,50574,6,12,0,1,1,1,1,0,1
