State,id,unemployment,median_income,uninsured,year,County,MedicaidStatus,AdoptedYear,SID
Virginia,0500000US51153,4.3,93744,13.1,2012,Prince William County,Adopted,2018,763
Virginia,0500000US51161,2.5,57515,8.4,2012,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,3.9,50818,12.9,2012,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,4.4,78914,13,2012,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,3.6,97606,8,2012,Stafford County,Adopted,2018,767
Virginia,0500000US51199,2.4,71974,5.8,2012,York County,Adopted,2018,768
Virginia,0500000US51510,3.4,81160,14,2012,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,5,65562,9.2,2012,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,7.2,47472,12.3,2012,Hampton city,Adopted,2018,771
Virginia,0500000US51680,4.3,36912,13.4,2012,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,6.5,47476,13.5,2012,Newport News city,Adopted,2018,773
Virginia,0500000US51710,7.4,42644,16.2,2012,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,8.7,42487,15.2,2012,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,5.7,38185,16.6,2012,Richmond city,Adopted,2018,776
Virginia,0500000US51770,5.6,37890,17.2,2012,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,5.1,65394,10.5,2012,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,4.6,61626,10.3,2012,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,3,70312,7.6,2013,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,3.5,102501,10.6,2013,Arlington County,Adopted,2018,751
Virginia,0500000US51015,5,55284,9.5,2013,Augusta County,Adopted,2018,752
Virginia,0500000US51019,5.1,57000,7.5,2013,Bedford County,Adopted,2018,753
Virginia,0500000US51041,7.5,66881,10.3,2013,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,5.1,111079,11.6,2013,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,5,82823,9.2,2013,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,5.6,69332,10.2,2013,Frederick County,Adopted,2018,757
Virginia,0500000US51085,4.1,77424,6.8,2013,Hanover County,Adopted,2018,758
Virginia,0500000US51087,6.2,59944,11.4,2013,Henrico County,Adopted,2018,759
Virginia,0500000US51095,7,73632,9,2013,James City County,Adopted,2018,760
Virginia,0500000US51107,4.6,116848,9,2013,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,3.3,45679,7.7,2013,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,5.9,95268,14.1,2013,Prince William County,Adopted,2018,763
Virginia,0500000US51161,7.2,56400,7.9,2013,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,5.6,56074,11.1,2013,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,4.9,71901,12.1,2013,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,5.9,93454,8.7,2013,Stafford County,Adopted,2018,767
Virginia,0500000US51199,7.6,78073,6.9,2013,York County,Adopted,2018,768
Virginia,0500000US51510,4.5,86775,17,2013,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,8.5,67252,9.7,2013,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,9.1,43785,15,2013,Hampton city,Adopted,2018,771
Virginia,0500000US51680,11.3,40477,14,2013,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,8.2,49184,14.4,2013,Newport News city,Adopted,2018,773
Virginia,0500000US51710,9.8,44030,16.3,2013,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,9.2,43904,15.3,2013,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,10.8,39193,19.1,2013,Richmond city,Adopted,2018,776
Virginia,0500000US51770,6.9,36651,16,2013,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,10.8,60637,11.4,2013,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,6.3,62855,11.4,2013,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,5,64722,8.6,2014,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,3.2,109266,8.9,2014,Arlington County,Adopted,2018,751
Virginia,0500000US51015,3.8,58322,11.1,2014,Augusta County,Adopted,2018,752
Virginia,0500000US51019,5.7,56996,9.7,2014,Bedford County,Adopted,2018,753
Virginia,0500000US51041,5.3,72878,8.8,2014,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,5.2,110674,10.4,2014,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,4.4,91987,10.1,2014,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,4.2,66167,13.9,2014,Frederick County,Adopted,2018,757
Virginia,0500000US51085,4,83756,5,2014,Hanover County,Adopted,2018,758
Virginia,0500000US51087,6.6,62460,9.2,2014,Henrico County,Adopted,2018,759
Virginia,0500000US51095,4.9,72622,8,2014,James City County,Adopted,2018,760
Virginia,0500000US51107,4.1,122294,7,2014,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,6.9,42052,8.2,2014,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,5,92104,12,2014,Prince William County,Adopted,2018,763
Virginia,0500000US51161,4.6,62091,5.4,2014,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,5.5,56112,11.8,2014,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,6.4,75686,10.3,2014,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,5,93422,8.4,2014,Stafford County,Adopted,2018,767
Virginia,0500000US51199,6.8,81636,7.9,2014,York County,Adopted,2018,768
Virginia,0500000US51510,3.8,86809,14.5,2014,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,7.2,66712,9.1,2014,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,9.7,47312,14.9,2014,Hampton city,Adopted,2018,771
Virginia,0500000US51680,5.8,40594,10.7,2014,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,8.4,49602,12.1,2014,Newport News city,Adopted,2018,773
Virginia,0500000US51710,8.9,43186,15.1,2014,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,10.9,44905,12.1,2014,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,10.1,43054,18,2014,Richmond city,Adopted,2018,776
Virginia,0500000US51770,8,41697,16.9,2014,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,8.5,62079,9.4,2014,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,5.3,68816,9.7,2014,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,3.3,70589,7.4,2015,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,4.1,106768,6,2015,Arlington County,Adopted,2018,751
Virginia,0500000US51015,6.2,56766,10.5,2015,Augusta County,Adopted,2018,752
Virginia,0500000US51019,4.5,54062,8.6,2015,Bedford County,Adopted,2018,753
Virginia,0500000US51041,4.9,75131,6.6,2015,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,4.7,113208,8.1,2015,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,4,91940,7.4,2015,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,3.9,71993,9.8,2015,Frederick County,Adopted,2018,757
Virginia,0500000US51085,2.6,82085,6,2015,Hanover County,Adopted,2018,758
Virginia,0500000US51087,5.3,66085,7.9,2015,Henrico County,Adopted,2018,759
Virginia,0500000US51095,3,73968,6.7,2015,James City County,Adopted,2018,760
Virginia,0500000US51107,3.3,125003,5.7,2015,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,5.7,52151,7.4,2015,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,5.3,99766,12,2015,Prince William County,Adopted,2018,763
Virginia,0500000US51161,2.6,63210,5.5,2015,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,4.1,51979,10.5,2015,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,5.8,75535,8.5,2015,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,4.2,95882,7.4,2015,Stafford County,Adopted,2018,767
Virginia,0500000US51199,7.2,84580,5.8,2015,York County,Adopted,2018,768
Virginia,0500000US51510,3.4,90056,12.8,2015,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,5.4,67491,6.6,2015,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,6.1,51867,10.3,2015,Hampton city,Adopted,2018,771
Virginia,0500000US51680,4.7,39374,11.7,2015,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,7.6,48630,9.6,2015,Newport News city,Adopted,2018,773
Virginia,0500000US51710,9.1,45996,13.8,2015,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,13.6,49242,10.7,2015,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,8.6,39906,13.7,2015,Richmond city,Adopted,2018,776
Virginia,0500000US51770,6.9,39835,11.7,2015,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,5.9,61203,8.2,2015,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,5.6,67281,8.4,2015,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,3.3,71975,9.4,2016,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,2.8,110388,6.1,2016,Arlington County,Adopted,2018,751
Virginia,0500000US51015,3.5,55342,8.8,2016,Augusta County,Adopted,2018,752
Virginia,0500000US51019,4,56479,5.3,2016,Bedford County,Adopted,2018,753
Virginia,0500000US51041,6.4,76059,6.3,2016,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,4,115717,8.8,2016,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,3,94347,7.9,2016,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,5.3,69827,7.9,2016,Frederick County,Adopted,2018,757
Virginia,0500000US51085,2.9,83135,4.1,2016,Hanover County,Adopted,2018,758
Virginia,0500000US51087,4.9,66337,7.4,2016,Henrico County,Adopted,2018,759
Virginia,0500000US51095,NA,83455,6.1,2016,James City County,Adopted,2018,760
Virginia,0500000US51107,3.8,134464,6.6,2016,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,3.4,55706,3.8,2016,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,5,97986,10.8,2016,Prince William County,Adopted,2018,763
Virginia,0500000US51161,5.2,60454,5.3,2016,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,4.4,57755,11.3,2016,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,4.9,81146,8.3,2016,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,3.1,97484,7.3,2016,Stafford County,Adopted,2018,767
Virginia,0500000US51199,7.1,89418,2.1,2016,York County,Adopted,2018,768
Virginia,0500000US51510,3.1,87920,14.6,2016,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,4.9,72928,8.4,2016,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,6.9,50435,7,2016,Hampton city,Adopted,2018,771
Virginia,0500000US51680,7.3,41264,8.9,2016,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,7.1,50524,12.2,2016,Newport News city,Adopted,2018,773
Virginia,0500000US51710,8,46467,11.7,2016,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,6,48516,9.3,2016,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,7.5,42373,9.5,2016,Richmond city,Adopted,2018,776
Virginia,0500000US51770,7.3,37044,13.6,2016,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,4.1,66669,6.8,2016,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,4.7,71117,7.6,2016,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,2.7,77181,6.1,2017,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,2.5,117237,6.7,2017,Arlington County,Adopted,2018,751
Virginia,0500000US51015,3.1,57017,9.2,2017,Augusta County,Adopted,2018,752
Virginia,0500000US51019,3.7,66327,7.2,2017,Bedford County,Adopted,2018,753
Virginia,0500000US51041,3.5,80800,7.1,2017,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,3.6,118279,8.2,2017,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,4.7,98585,6.4,2017,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,NA,72405,8.4,2017,Frederick County,Adopted,2018,757
Virginia,0500000US51085,4.1,90066,6.4,2017,Hanover County,Adopted,2018,758
Virginia,0500000US51087,5.6,67185,8.2,2017,Henrico County,Adopted,2018,759
Virginia,0500000US51095,5.5,87910,6.2,2017,James City County,Adopted,2018,760
Virginia,0500000US51107,3.3,135842,5.1,2017,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,2.9,56462,7.4,2017,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,4.8,100845,11.6,2017,Prince William County,Adopted,2018,763
Virginia,0500000US51161,3.6,64287,5.4,2017,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,3.5,59493,15.2,2017,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,6.4,86491,6.9,2017,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,4.9,112795,7.3,2017,Stafford County,Adopted,2018,767
Virginia,0500000US51199,5.4,83993,5.1,2017,York County,Adopted,2018,768
Virginia,0500000US51510,3.3,100530,10.3,2017,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,4.8,76629,6.5,2017,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,6.5,54062,8.3,2017,Hampton city,Adopted,2018,771
Virginia,0500000US51680,7.1,45239,6.4,2017,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,6.5,49716,12.4,2017,Newport News city,Adopted,2018,773
Virginia,0500000US51710,7.3,49445,11.7,2017,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,8.1,50242,13.5,2017,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,6.2,46261,12.9,2017,Richmond city,Adopted,2018,776
Virginia,0500000US51770,5.9,43799,11.4,2017,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,5.2,70277,6.9,2017,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,4,72586,7.9,2017,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,1.4,78584,6.8,2018,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,2,122394,5.8,2018,Arlington County,Adopted,2018,751
Virginia,0500000US51015,2.6,59820,6.4,2018,Augusta County,Adopted,2018,752
Virginia,0500000US51019,3.2,64084,8.9,2018,Bedford County,Adopted,2018,753
Virginia,0500000US51041,4.9,80655,8.6,2018,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,3.7,122227,8,2018,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,2.9,92145,8.4,2018,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,2.1,80953,9.1,2018,Frederick County,Adopted,2018,757
Virginia,0500000US51085,2.4,91309,4.8,2018,Hanover County,Adopted,2018,758
Virginia,0500000US51087,3,68069,7.6,2018,Henrico County,Adopted,2018,759
Virginia,0500000US51095,3.5,83190,5.2,2018,James City County,Adopted,2018,760
Virginia,0500000US51107,3.4,139915,6.1,2018,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,4.1,51932,7.7,2018,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,4,107925,11.1,2018,Prince William County,Adopted,2018,763
Virginia,0500000US51161,1.5,68595,4.7,2018,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,1.9,61199,8.3,2018,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,4.2,88431,9.1,2018,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,4.2,110307,8.2,2018,Stafford County,Adopted,2018,767
Virginia,0500000US51199,5.6,83593,3.6,2018,York County,Adopted,2018,768
Virginia,0500000US51510,2.8,101215,12.2,2018,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,3.9,80265,7.2,2018,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,6.4,55466,8,2018,Hampton city,Adopted,2018,771
Virginia,0500000US51680,6.9,42389,9.1,2018,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,3,50180,11.2,2018,Newport News city,Adopted,2018,773
Virginia,0500000US51710,7.6,49587,13.3,2018,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,6.5,47919,9.3,2018,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,4.4,48987,11.7,2018,Richmond city,Adopted,2018,776
Virginia,0500000US51770,7.2,42711,11.6,2018,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,8.4,71829,6.9,2018,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,4.2,77059,7.7,2018,Virginia Beach city,Adopted,2018,779
Virginia,0500000US51003,2.8,86399,4,2019,Albemarle County,Adopted,2018,750
Virginia,0500000US51013,2.2,119755,5.6,2019,Arlington County,Adopted,2018,751
Virginia,0500000US51015,3,62668,7.5,2019,Augusta County,Adopted,2018,752
Virginia,0500000US51019,4.2,69125,5.2,2019,Bedford County,Adopted,2018,753
Virginia,0500000US51041,4.3,81297,8.7,2019,Chesterfield County,Adopted,2018,754
Virginia,0500000US51059,3.4,128374,8.5,2019,Fairfax County,Adopted,2018,755
Virginia,0500000US51061,2.5,104809,9.7,2019,Fauquier County,Adopted,2018,756
Virginia,0500000US51069,2.9,86229,7.5,2019,Frederick County,Adopted,2018,757
Virginia,0500000US51085,2.8,89812,4.5,2019,Hanover County,Adopted,2018,758
Virginia,0500000US51087,3.4,68024,6.8,2019,Henrico County,Adopted,2018,759
Virginia,0500000US51095,6,91674,2.5,2019,James City County,Adopted,2018,760
Virginia,0500000US51107,2.8,151800,4.7,2019,Loudoun County,Adopted,2018,761
Virginia,0500000US51121,4,60045,5.7,2019,Montgomery County,Adopted,2018,762
Virginia,0500000US51153,3.4,106861,11.3,2019,Prince William County,Adopted,2018,763
Virginia,0500000US51161,3.1,71715,5.2,2019,Roanoke County,Adopted,2018,764
Virginia,0500000US51165,2.2,69423,8.4,2019,Rockingham County,Adopted,2018,765
Virginia,0500000US51177,5.7,91073,7.3,2019,Spotsylvania County,Adopted,2018,766
Virginia,0500000US51179,3.4,110446,7.3,2019,Stafford County,Adopted,2018,767
Virginia,0500000US51199,3.5,91241,4.1,2019,York County,Adopted,2018,768
Virginia,0500000US51510,2.9,103284,8.3,2019,Alexandria city,Adopted,2018,769
Virginia,0500000US51550,5.2,77847,7.6,2019,Chesapeake city,Adopted,2018,770
Virginia,0500000US51650,5.6,56930,6.6,2019,Hampton city,Adopted,2018,771
Virginia,0500000US51680,4,54850,8.4,2019,Lynchburg city,Adopted,2018,772
Virginia,0500000US51700,6.4,53029,10.2,2019,Newport News city,Adopted,2018,773
Virginia,0500000US51710,6,53093,10.6,2019,Norfolk city,Adopted,2018,774
Virginia,0500000US51740,5.1,51195,7.4,2019,Portsmouth city,Adopted,2018,775
Virginia,0500000US51760,5.6,51285,11.6,2019,Richmond city,Adopted,2018,776
Virginia,0500000US51770,3.9,45838,9.4,2019,Roanoke city,Adopted,2018,777
Virginia,0500000US51800,6.3,80481,5.7,2019,Suffolk city,Adopted,2018,778
Virginia,0500000US51810,4.1,79054,6.4,2019,Virginia Beach city,Adopted,2018,779
Washington,0500000US53005,4.7,61690,15.5,2011,Benton County,Adopted,2014,780
Washington,0500000US53007,5.1,50986,22.6,2011,Chelan County,Adopted,2014,781
Washington,0500000US53009,4.8,50161,15.1,2011,Clallam County,Adopted,2014,782
Washington,0500000US53011,7.5,56656,13.8,2011,Clark County,Adopted,2014,783
Washington,0500000US53015,7.1,42031,13.2,2011,Cowlitz County,Adopted,2014,784
Washington,0500000US53021,5.2,49176,25.5,2011,Franklin County,Adopted,2014,785
Washington,0500000US53025,9.2,43076,20.5,2011,Grant County,Adopted,2014,786
Washington,0500000US53027,9.5,40993,20.2,2011,Grays Harbor County,Adopted,2014,787
Washington,0500000US53029,5.5,59467,11.5,2011,Island County,Adopted,2014,788
Washington,0500000US53033,6,68775,12.3,2011,King County,Adopted,2014,789
Washington,0500000US53035,5.4,60314,10.1,2011,Kitsap County,Adopted,2014,790
Washington,0500000US53041,9.6,41931,15.7,2011,Lewis County,Adopted,2014,791
Washington,0500000US53053,8.4,55214,14.2,2011,Pierce County,Adopted,2014,792
Washington,0500000US53057,7.2,52519,17.2,2011,Skagit County,Adopted,2014,793
Washington,0500000US53061,7.4,63685,13.3,2011,Snohomish County,Adopted,2014,794
Washington,0500000US53063,7.2,49078,13.4,2011,Spokane County,Adopted,2014,795
Washington,0500000US53067,5.2,60061,11.5,2011,Thurston County,Adopted,2014,796
Washington,0500000US53073,5.4,51500,15.3,2011,Whatcom County,Adopted,2014,797
Washington,0500000US53077,5.9,42173,24,2011,Yakima County,Adopted,2014,798
Washington,0500000US53005,4.8,57774,12.3,2012,Benton County,Adopted,2014,780
Washington,0500000US53007,5.7,45837,19.2,2012,Chelan County,Adopted,2014,781
Washington,0500000US53009,6.3,42485,14.4,2012,Clallam County,Adopted,2014,782
Washington,0500000US53011,6.5,55719,14.1,2012,Clark County,Adopted,2014,783
Washington,0500000US53015,8.4,47692,12.7,2012,Cowlitz County,Adopted,2014,784
Washington,0500000US53021,5.8,55392,19.5,2012,Franklin County,Adopted,2014,785
Washington,0500000US53025,8,46295,19.5,2012,Grant County,Adopted,2014,786
Washington,0500000US53027,8.8,42057,17.4,2012,Grays Harbor County,Adopted,2014,787
Washington,0500000US53029,4.4,57381,9,2012,Island County,Adopted,2014,788
Washington,0500000US53033,4.6,69047,12.3,2012,King County,Adopted,2014,789
Washington,0500000US53035,5.8,59073,11.5,2012,Kitsap County,Adopted,2014,790
Washington,0500000US53041,6.3,42927,14.7,2012,Lewis County,Adopted,2014,791
Washington,0500000US53053,6.2,57629,14.6,2012,Pierce County,Adopted,2014,792
Washington,0500000US53057,4.6,53400,16.5,2012,Skagit County,Adopted,2014,793
Washington,0500000US53061,5.4,67136,13.3,2012,Snohomish County,Adopted,2014,794
Washington,0500000US53063,5.8,47624,12.5,2012,Spokane County,Adopted,2014,795
Washington,0500000US53067,6.3,58239,13.8,2012,Thurston County,Adopted,2014,796
Washington,0500000US53073,6.3,51458,13.7,2012,Whatcom County,Adopted,2014,797
Washington,0500000US53077,6.7,43942,23.2,2012,Yakima County,Adopted,2014,798
Washington,0500000US53005,8,58997,17.4,2013,Benton County,Adopted,2014,780
Washington,0500000US53007,6.2,51101,20.8,2013,Chelan County,Adopted,2014,781
Washington,0500000US53009,10.4,46566,13.8,2013,Clallam County,Adopted,2014,782
Washington,0500000US53011,8.9,57588,12.8,2013,Clark County,Adopted,2014,783
Washington,0500000US53015,9.7,48417,15.1,2013,Cowlitz County,Adopted,2014,784
Washington,0500000US53021,7.9,56631,18.5,2013,Franklin County,Adopted,2014,785
Washington,0500000US53025,10.6,46728,21.6,2013,Grant County,Adopted,2014,786
Washington,0500000US53027,14.9,41315,22.1,2013,Grays Harbor County,Adopted,2014,787
Washington,0500000US53029,10.4,51893,10,2013,Island County,Adopted,2014,788
Washington,0500000US53033,6.5,71834,12,2013,King County,Adopted,2014,789
Washington,0500000US53035,6.9,62672,11,2013,Kitsap County,Adopted,2014,790
Washington,0500000US53041,12,40601,15.2,2013,Lewis County,Adopted,2014,791
Washington,0500000US53053,9.5,57660,12.8,2013,Pierce County,Adopted,2014,792
Washington,0500000US53057,7.5,52448,15.1,2013,Skagit County,Adopted,2014,793
Washington,0500000US53061,7.5,67394,12.9,2013,Snohomish County,Adopted,2014,794
Washington,0500000US53063,8.1,47576,15,2013,Spokane County,Adopted,2014,795
Washington,0500000US53067,8.7,59785,11.5,2013,Thurston County,Adopted,2014,796
Washington,0500000US53073,8,50186,14.3,2013,Whatcom County,Adopted,2014,797
Washington,0500000US53077,9.9,41917,26.2,2013,Yakima County,Adopted,2014,798
Washington,0500000US53005,5.8,58093,9.8,2014,Benton County,Adopted,2014,780
Washington,0500000US53007,9.2,50177,10.4,2014,Chelan County,Adopted,2014,781
Washington,0500000US53009,7.4,46469,12.4,2014,Clallam County,Adopted,2014,782
Washington,0500000US53011,7.2,61741,8.8,2014,Clark County,Adopted,2014,783
Washington,0500000US53015,12.7,42223,9.3,2014,Cowlitz County,Adopted,2014,784
Washington,0500000US53021,4.2,57890,17.7,2014,Franklin County,Adopted,2014,785
Washington,0500000US53025,6.9,51949,17.1,2014,Grant County,Adopted,2014,786
Washington,0500000US53027,12.2,43356,11.8,2014,Grays Harbor County,Adopted,2014,787
Washington,0500000US53029,8.2,59934,8.2,2014,Island County,Adopted,2014,788
Washington,0500000US53033,5.1,75834,7.6,2014,King County,Adopted,2014,789
Washington,0500000US53035,6.2,61794,6.1,2014,Kitsap County,Adopted,2014,790
Washington,0500000US53041,11.3,43575,12.1,2014,Lewis County,Adopted,2014,791
Washington,0500000US53053,7.6,60496,9.8,2014,Pierce County,Adopted,2014,792
Washington,0500000US53057,6.8,50558,12.4,2014,Skagit County,Adopted,2014,793
Washington,0500000US53061,6,71984,8.8,2014,Snohomish County,Adopted,2014,794
Washington,0500000US53063,6.1,50249,7.6,2014,Spokane County,Adopted,2014,795
Washington,0500000US53067,7.8,61609,8.4,2014,Thurston County,Adopted,2014,796
Washington,0500000US53073,8.9,53665,8.5,2014,Whatcom County,Adopted,2014,797
Washington,0500000US53077,6.8,44648,16,2014,Yakima County,Adopted,2014,798
Washington,0500000US53005,5.4,62484,6.4,2015,Benton County,Adopted,2014,780
Washington,0500000US53007,4.9,56890,7.2,2015,Chelan County,Adopted,2014,781
Washington,0500000US53009,8.9,44929,7,2015,Clallam County,Adopted,2014,782
Washington,0500000US53011,5.6,64275,6.1,2015,Clark County,Adopted,2014,783
Washington,0500000US53015,5.4,49949,6.1,2015,Cowlitz County,Adopted,2014,784
Washington,0500000US53021,6,59664,12.9,2015,Franklin County,Adopted,2014,785
Washington,0500000US53025,6.9,51667,15.2,2015,Grant County,Adopted,2014,786
Washington,0500000US53027,12.6,44122,7.6,2015,Grays Harbor County,Adopted,2014,787
Washington,0500000US53029,5.6,60532,3.7,2015,Island County,Adopted,2014,788
Washington,0500000US53033,5.1,81916,5.6,2015,King County,Adopted,2014,789
Washington,0500000US53035,6.3,66090,4.7,2015,Kitsap County,Adopted,2014,790
Washington,0500000US53041,8,48179,7.6,2015,Lewis County,Adopted,2014,791
Washington,0500000US53053,6.9,60167,6.6,2015,Pierce County,Adopted,2014,792
Washington,0500000US53057,6.2,57122,8.4,2015,Skagit County,Adopted,2014,793
Washington,0500000US53061,5.2,76251,6.3,2015,Snohomish County,Adopted,2014,794
Washington,0500000US53063,7.4,48525,5.1,2015,Spokane County,Adopted,2014,795
Washington,0500000US53067,7.1,62137,5.8,2015,Thurston County,Adopted,2014,796
Washington,0500000US53073,6,55016,7.1,2015,Whatcom County,Adopted,2014,797
Washington,0500000US53077,7.3,47223,14.3,2015,Yakima County,Adopted,2014,798
Washington,0500000US53005,5.8,62508,6.3,2016,Benton County,Adopted,2014,780
Washington,0500000US53007,NA,52080,7,2016,Chelan County,Adopted,2014,781
Washington,0500000US53009,8.5,48587,8.7,2016,Clallam County,Adopted,2014,782
Washington,0500000US53011,5.3,69062,5.5,2016,Clark County,Adopted,2014,783
Washington,0500000US53015,8.9,50637,5.6,2016,Cowlitz County,Adopted,2014,784
Washington,0500000US53021,6.3,57670,12.9,2016,Franklin County,Adopted,2014,785
Washington,0500000US53025,9.1,48335,11.8,2016,Grant County,Adopted,2014,786
Washington,0500000US53027,7.5,49623,5.5,2016,Grays Harbor County,Adopted,2014,787
Washington,0500000US53029,6.1,64813,5.1,2016,Island County,Adopted,2014,788
Washington,0500000US53033,4.4,86095,5,2016,King County,Adopted,2014,789
Washington,0500000US53035,5.4,69171,6.2,2016,Kitsap County,Adopted,2014,790
Washington,0500000US53041,4.8,45523,4.7,2016,Lewis County,Adopted,2014,791
